##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
collagen binding	Gene Ontology	GO:0005518	1	67	0.539849852579	0.621760580665	ENSMUSG00000031785	http://amigo.geneontology.org/amigo/term/GO:0005518
learning	Gene Ontology	GO:0007612	1	67	0.539849852579	0.621760580665	ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0007612
meiotic cell cycle	Gene Ontology	GO:0051321	2	157	0.539932681836	0.621760580665	ENSMUSG00000050890|ENSMUSG00000036928	http://amigo.geneontology.org/amigo/term/GO:0051321
translation	Gene Ontology	GO:0006412	3	248	0.543330111403	0.623890337186	ENSMUSG00000037275|ENSMUSG00000026887|ENSMUSG00000056076	http://amigo.geneontology.org/amigo/term/GO:0006412
tubulin binding	Gene Ontology	GO:0015631	1	68	0.545079665628	0.623890337186	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0015631
positive regulation of fibroblast proliferation	Gene Ontology	GO:0048146	1	68	0.545079665628	0.623890337186	ENSMUSG00000029135	http://amigo.geneontology.org/amigo/term/GO:0048146
positive regulation of kinase activity	Gene Ontology	GO:0033674	1	68	0.545079665628	0.623890337186	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0033674
positive regulation of autophagy	Gene Ontology	GO:0010508	1	68	0.545079665628	0.623890337186	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0010508
transporter activity	Gene Ontology	GO:0005215	1	68	0.545079665628	0.623890337186	ENSMUSG00000030737	http://amigo.geneontology.org/amigo/term/GO:0005215
cell leading edge	Gene Ontology	GO:0031252	1	68	0.545079665628	0.623890337186	ENSMUSG00000050357	http://amigo.geneontology.org/amigo/term/GO:0031252
histone binding	Gene Ontology	GO:0042393	2	159	0.546684553664	0.625348957395	ENSMUSG00000085645|ENSMUSG00000028496	http://amigo.geneontology.org/amigo/term/GO:0042393
synaptonemal complex	Gene Ontology	GO:0000795	1	69	0.5502502457	0.6263979933	ENSMUSG00000036928	http://amigo.geneontology.org/amigo/term/GO:0000795
circadian regulation of gene expression	Gene Ontology	GO:0032922	1	69	0.5502502457	0.6263979933	ENSMUSG00000037583	http://amigo.geneontology.org/amigo/term/GO:0032922
dendritic shaft	Gene Ontology	GO:0043198	1	69	0.5502502457	0.6263979933	ENSMUSG00000017314	http://amigo.geneontology.org/amigo/term/GO:0043198
embryo development	Gene Ontology	GO:0009790	1	69	0.5502502457	0.6263979933	ENSMUSG00000024137	http://amigo.geneontology.org/amigo/term/GO:0009790
extrinsic component of cytoplasmic side of plasma membrane	Gene Ontology	GO:0031234	1	69	0.5502502457	0.6263979933	ENSMUSG00000062585	http://amigo.geneontology.org/amigo/term/GO:0031234
synapse organization	Gene Ontology	GO:0050808	1	69	0.5502502457	0.6263979933	ENSMUSG00000032589	http://amigo.geneontology.org/amigo/term/GO:0050808
motor activity	Gene Ontology	GO:0003774	1	69	0.5502502457	0.6263979933	ENSMUSG00000019027	http://amigo.geneontology.org/amigo/term/GO:0003774
cytoplasmic microtubule	Gene Ontology	GO:0005881	1	70	0.555362261333	0.630403630814	ENSMUSG00000003452	http://amigo.geneontology.org/amigo/term/GO:0005881
positive regulation of endothelial cell proliferation	Gene Ontology	GO:0001938	1	70	0.555362261333	0.630403630814	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0001938
p53 binding	Gene Ontology	GO:0002039	1	70	0.555362261333	0.630403630814	ENSMUSG00000028680	http://amigo.geneontology.org/amigo/term/GO:0002039
protein transport	Gene Ontology	GO:0015031	7	612	0.555434911505	0.630403630814	ENSMUSG00000034940|ENSMUSG00000013611|ENSMUSG00000029408|ENSMUSG00000018733|ENSMUSG00000021929|ENSMUSG00000038195|ENSMUSG00000036882	http://amigo.geneontology.org/amigo/term/GO:0015031
neuron differentiation	Gene Ontology	GO:0030182	2	162	0.556682243538	0.63106219579	ENSMUSG00000028416|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0030182
regulation of alternative mRNA splicing, via spliceosome	Gene Ontology	GO:0000381	1	71	0.560416373546	0.63453487657	ENSMUSG00000024268	http://amigo.geneontology.org/amigo/term/GO:0000381
stem cell population maintenance	Gene Ontology	GO:0019827	1	71	0.560416373546	0.63453487657	ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:0019827
ciliary basal body	Gene Ontology	GO:0036064	2	165	0.566522904423	0.640682208707	ENSMUSG00000038195|ENSMUSG00000040040	http://amigo.geneontology.org/amigo/term/GO:0036064
negative regulation of neuron death	Gene Ontology	GO:1901215	1	73	0.570353494699	0.642326673792	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:1901215
intercellular bridge	Gene Ontology	GO:0045171	1	73	0.570353494699	0.642326673792	ENSMUSG00000036120	http://amigo.geneontology.org/amigo/term/GO:0045171
xenobiotic metabolic process	Gene Ontology	GO:0006805	1	73	0.570353494699	0.642326673792	ENSMUSG00000030711	http://amigo.geneontology.org/amigo/term/GO:0006805
regulation of synaptic vesicle exocytosis	Gene Ontology	GO:2000300	1	73	0.570353494699	0.642326673792	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:2000300
RNA splicing	Gene Ontology	GO:0008380	3	259	0.572379901612	0.644225326502	ENSMUSG00000037275|ENSMUSG00000024268|ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:0008380
regulation of protein phosphorylation	Gene Ontology	GO:0001932	1	74	0.575237788836	0.644757047676	ENSMUSG00000021182	http://amigo.geneontology.org/amigo/term/GO:0001932
neuron projection morphogenesis	Gene Ontology	GO:0048812	1	74	0.575237788836	0.644757047676	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0048812
camera-type eye development	Gene Ontology	GO:0043010	1	74	0.575237788836	0.644757047676	ENSMUSG00000020319	http://amigo.geneontology.org/amigo/term/GO:0043010
SNARE binding	Gene Ontology	GO:0000149	1	74	0.575237788836	0.644757047676	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0000149
PML body	Gene Ontology	GO:0016605	1	74	0.575237788836	0.644757047676	ENSMUSG00000029634	http://amigo.geneontology.org/amigo/term/GO:0016605
canonical Wnt signaling pathway	Gene Ontology	GO:0060070	1	74	0.575237788836	0.644757047676	ENSMUSG00000038256	http://amigo.geneontology.org/amigo/term/GO:0060070
osteoblast differentiation	Gene Ontology	GO:0001649	1	74	0.575237788836	0.644757047676	ENSMUSG00000004637	http://amigo.geneontology.org/amigo/term/GO:0001649
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0032436	1	75	0.58006675011	0.647866759863	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0032436
double-strand break repair via homologous recombination	Gene Ontology	GO:0000724	1	75	0.58006675011	0.647866759863	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0000724
blood vessel development	Gene Ontology	GO:0001568	1	75	0.58006675011	0.647866759863	ENSMUSG00000046470	http://amigo.geneontology.org/amigo/term/GO:0001568
collagen trimer	Gene Ontology	GO:0005581	1	75	0.58006675011	0.647866759863	ENSMUSG00000059327	http://amigo.geneontology.org/amigo/term/GO:0005581
protein glycosylation	Gene Ontology	GO:0006486	1	75	0.58006675011	0.647866759863	ENSMUSG00000059479	http://amigo.geneontology.org/amigo/term/GO:0006486
sensory perception of pain	Gene Ontology	GO:0019233	1	76	0.584841003191	0.651660293308	ENSMUSG00000062585	http://amigo.geneontology.org/amigo/term/GO:0019233
P-body	Gene Ontology	GO:0000932	1	76	0.584841003191	0.651660293308	ENSMUSG00000037296	http://amigo.geneontology.org/amigo/term/GO:0000932
calcium-mediated signaling	Gene Ontology	GO:0019722	1	76	0.584841003191	0.651660293308	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0019722
hydrolase activity, acting on glycosyl bonds	Gene Ontology	GO:0016798	1	77	0.589561165719	0.655375866945	ENSMUSG00000037049	http://amigo.geneontology.org/amigo/term/GO:0016798
negative regulation of ERK1 and ERK2 cascade	Gene Ontology	GO:0070373	1	77	0.589561165719	0.655375866945	ENSMUSG00000020044	http://amigo.geneontology.org/amigo/term/GO:0070373
cell-cell signaling	Gene Ontology	GO:0007267	1	77	0.589561165719	0.655375866945	ENSMUSG00000054252	http://amigo.geneontology.org/amigo/term/GO:0007267
extracellular matrix	Gene Ontology	GO:0031012	3	266	0.590261060873	0.655768600805	ENSMUSG00000020044|ENSMUSG00000000901|ENSMUSG00000043822	http://amigo.geneontology.org/amigo/term/GO:0031012
nuclear envelope	Gene Ontology	GO:0005635	2	173	0.591991787435	0.65691991896	ENSMUSG00000054150|ENSMUSG00000001964	http://amigo.geneontology.org/amigo/term/GO:0005635
extracellular matrix organization	Gene Ontology	GO:0030198	2	173	0.591991787435	0.65691991896	ENSMUSG00000000901|ENSMUSG00000043822	http://amigo.geneontology.org/amigo/term/GO:0030198
positive regulation of translation	Gene Ontology	GO:0045727	1	78	0.594227848387	0.65785786375	ENSMUSG00000000568	http://amigo.geneontology.org/amigo/term/GO:0045727
negative regulation of protein binding	Gene Ontology	GO:0032091	1	78	0.594227848387	0.65785786375	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0032091
positive regulation of inflammatory response	Gene Ontology	GO:0050729	1	78	0.594227848387	0.65785786375	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0050729
vesicle	Gene Ontology	GO:0031982	2	174	0.595096083289	0.658048971118	ENSMUSG00000041135|ENSMUSG00000057530	http://amigo.geneontology.org/amigo/term/GO:0031982
RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977	4	361	0.595641820224	0.658267712537	ENSMUSG00000018983|ENSMUSG00000029135|ENSMUSG00000024137|ENSMUSG00000049532	http://amigo.geneontology.org/amigo/term/GO:0000977
double-stranded RNA binding	Gene Ontology	GO:0003725	1	79	0.598841655018	0.659492672465	ENSMUSG00000032690	http://amigo.geneontology.org/amigo/term/GO:0003725
protein-macromolecule adaptor activity	Gene Ontology	GO:0030674	1	79	0.598841655018	0.659492672465	ENSMUSG00000079737	http://amigo.geneontology.org/amigo/term/GO:0030674
mRNA 3'-UTR binding	Gene Ontology	GO:0003730	1	79	0.598841655018	0.659492672465	ENSMUSG00000037275	http://amigo.geneontology.org/amigo/term/GO:0003730
endonuclease activity	Gene Ontology	GO:0004519	1	79	0.598841655018	0.659492672465	ENSMUSG00000015337	http://amigo.geneontology.org/amigo/term/GO:0004519
chloride transport	Gene Ontology	GO:0006821	1	79	0.598841655018	0.659492672465	ENSMUSG00000006574	http://amigo.geneontology.org/amigo/term/GO:0006821
cytoskeletal protein binding	Gene Ontology	GO:0008092	1	79	0.598841655018	0.659492672465	ENSMUSG00000054150	http://amigo.geneontology.org/amigo/term/GO:0008092
transcription corepressor activity	Gene Ontology	GO:0003714	2	176	0.601251731154	0.661761649414	ENSMUSG00000006715|ENSMUSG00000037583	http://amigo.geneontology.org/amigo/term/GO:0003714
cell cycle arrest	Gene Ontology	GO:0007050	1	81	0.607913021564	0.667927663647	ENSMUSG00000026638	http://amigo.geneontology.org/amigo/term/GO:0007050
wound healing	Gene Ontology	GO:0042060	1	81	0.607913021564	0.667927663647	ENSMUSG00000056724	http://amigo.geneontology.org/amigo/term/GO:0042060
RNA binding	Gene Ontology	GO:0003723	9	827	0.609319845707	0.669084821867	ENSMUSG00000037275|ENSMUSG00000032690|ENSMUSG00000000568|ENSMUSG00000024268|ENSMUSG00000056076|ENSMUSG00000037296|ENSMUSG00000038784|ENSMUSG00000017146|ENSMUSG00000020832	http://amigo.geneontology.org/amigo/term/GO:0003723
defense response to virus	Gene Ontology	GO:0051607	2	179	0.610352874568	0.669442109381	ENSMUSG00000032690|ENSMUSG00000022901	http://amigo.geneontology.org/amigo/term/GO:0051607
proteasome-mediated ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0043161	2	179	0.610352874568	0.669442109381	ENSMUSG00000079737|ENSMUSG00000023965	http://amigo.geneontology.org/amigo/term/GO:0043161
negative regulation of DNA-binding transcription factor activity	Gene Ontology	GO:0043433	1	82	0.612371755458	0.669715237761	ENSMUSG00000037583	http://amigo.geneontology.org/amigo/term/GO:0043433
fat cell differentiation	Gene Ontology	GO:0045444	1	82	0.612371755458	0.669715237761	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0045444
endosome membrane	Gene Ontology	GO:0010008	1	82	0.612371755458	0.669715237761	ENSMUSG00000071715	http://amigo.geneontology.org/amigo/term/GO:0010008
microtubule-based movement	Gene Ontology	GO:0007018	1	82	0.612371755458	0.669715237761	ENSMUSG00000019027	http://amigo.geneontology.org/amigo/term/GO:0007018
synaptic vesicle	Gene Ontology	GO:0008021	2	180	0.613351325145	0.670399022053	ENSMUSG00000032589|ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0008021
fatty acid metabolic process	Gene Ontology	GO:0006631	2	181	0.616332159802	0.672879657441	ENSMUSG00000017146|ENSMUSG00000021786	http://amigo.geneontology.org/amigo/term/GO:0006631
dioxygenase activity	Gene Ontology	GO:0051213	1	83	0.616779961424	0.672980211657	ENSMUSG00000028641	http://amigo.geneontology.org/amigo/term/GO:0051213
neuropeptide signaling pathway	Gene Ontology	GO:0007218	1	85	0.625447065573	0.681258404182	ENSMUSG00000046908	http://amigo.geneontology.org/amigo/term/GO:0007218
stress fiber	Gene Ontology	GO:0001725	1	85	0.625447065573	0.681258404182	ENSMUSG00000070462	http://amigo.geneontology.org/amigo/term/GO:0001725
DNA recombination	Gene Ontology	GO:0006310	1	86	0.629707085778	0.685109721847	ENSMUSG00000017146	http://amigo.geneontology.org/amigo/term/GO:0006310
spindle pole	Gene Ontology	GO:0000922	1	87	0.633918822241	0.688899719518	ENSMUSG00000028680	http://amigo.geneontology.org/amigo/term/GO:0000922
cell division	Gene Ontology	GO:0051301	4	380	0.635416234181	0.690130605666	ENSMUSG00000056214|ENSMUSG00000071350|ENSMUSG00000028926|ENSMUSG00000024137	http://amigo.geneontology.org/amigo/term/GO:0051301
myelin sheath	Gene Ontology	GO:0043209	2	188	0.636706063535	0.691134751698	ENSMUSG00000069919|ENSMUSG00000062591	http://amigo.geneontology.org/amigo/term/GO:0043209
sequence-specific DNA binding	Gene Ontology	GO:0043565	7	662	0.637169131713	0.691240824083	ENSMUSG00000046470|ENSMUSG00000032515|ENSMUSG00000018983|ENSMUSG00000053178|ENSMUSG00000026638|ENSMUSG00000000568|ENSMUSG00000029135	http://amigo.geneontology.org/amigo/term/GO:0043565
BMP signaling pathway	Gene Ontology	GO:0030509	1	89	0.642199619203	0.694890466389	ENSMUSG00000036867	http://amigo.geneontology.org/amigo/term/GO:0030509
phosphatidylinositol-4,5-bisphosphate binding	Gene Ontology	GO:0005546	1	89	0.642199619203	0.694890466389	ENSMUSG00000041801	http://amigo.geneontology.org/amigo/term/GO:0005546
tRNA processing	Gene Ontology	GO:0008033	1	89	0.642199619203	0.694890466389	ENSMUSG00000056310	http://amigo.geneontology.org/amigo/term/GO:0008033
actin cytoskeleton organization	Gene Ontology	GO:0030036	2	190	0.642369675325	0.694890466389	ENSMUSG00000030470|ENSMUSG00000026596	http://amigo.geneontology.org/amigo/term/GO:0030036
beta-catenin binding	Gene Ontology	GO:0008013	1	90	0.646269752057	0.697514187617	ENSMUSG00000038256	http://amigo.geneontology.org/amigo/term/GO:0008013
protein-containing complex assembly	Gene Ontology	GO:0065003	1	90	0.646269752057	0.697514187617	ENSMUSG00000006715	http://amigo.geneontology.org/amigo/term/GO:0065003
mRNA transport	Gene Ontology	GO:0051028	1	90	0.646269752057	0.697514187617	ENSMUSG00000075600	http://amigo.geneontology.org/amigo/term/GO:0051028
cholesterol homeostasis	Gene Ontology	GO:0042632	1	91	0.650293746017	0.701457108018	ENSMUSG00000032193	http://amigo.geneontology.org/amigo/term/GO:0042632
extracellular exosome	Gene Ontology	GO:0070062	1	92	0.654272122289	0.703742385089	ENSMUSG00000022901	http://amigo.geneontology.org/amigo/term/GO:0070062
biological_process	Gene Ontology	GO:0008150	38	3486	0.656332742533	0.705557698223	ENSMUSG00000036368|ENSMUSG00000032816|ENSMUSG00000046658|ENSMUSG00000000823|ENSMUSG00000070462|ENSMUSG00000033669|ENSMUSG00000066721|ENSMUSG00000079737|ENSMUSG00000040006|ENSMUSG00000068349|ENSMUSG00000044937|ENSMUSG00000086968|ENSMUSG00000044854|ENSMUSG00000017764|ENSMUSG00000015127|ENSMUSG00000046916|ENSMUSG00000068600|ENSMUSG00000035329|ENSMUSG00000048038|ENSMUSG00000030207|ENSMUSG00000087075|ENSMUSG00000007216|ENSMUSG00000026987|ENSMUSG00000034037|ENSMUSG00000038578|ENSMUSG00000034940|ENSMUSG00000056687|ENSMUSG00000044352|ENSMUSG00000040177|ENSMUSG00000029650|ENSMUSG00000045284|ENSMUSG00000022701|ENSMUSG00000052485|ENSMUSG00000050592|ENSMUSG00000038181|ENSMUSG00000051727|ENSMUSG00000096935|ENSMUSG00000024679	http://amigo.geneontology.org/amigo/term/GO:0008150
carbohydrate binding	Gene Ontology	GO:0030246	2	196	0.658943799545	0.707962333185	ENSMUSG00000030159|ENSMUSG00000026580	http://amigo.geneontology.org/amigo/term/GO:0030246
intracellular anatomical structure	Gene Ontology	GO:0005622	5	489	0.661534171704	0.709332952617	ENSMUSG00000039145|ENSMUSG00000055053|ENSMUSG00000026274|ENSMUSG00000036867|ENSMUSG00000046658	http://amigo.geneontology.org/amigo/term/GO:0005622
long-term synaptic potentiation	Gene Ontology	GO:0060291	2	197	0.661645737737	0.709332952617	ENSMUSG00000017314|ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0060291
monooxygenase activity	Gene Ontology	GO:0004497	1	94	0.662094077337	0.709332952617	ENSMUSG00000028713	http://amigo.geneontology.org/amigo/term/GO:0004497
protein tyrosine phosphatase activity	Gene Ontology	GO:0004725	1	97	0.673497573597	0.719106890094	ENSMUSG00000032290	http://amigo.geneontology.org/amigo/term/GO:0004725
neuromuscular junction	Gene Ontology	GO:0031594	1	97	0.673497573597	0.719106890094	ENSMUSG00000026249	http://amigo.geneontology.org/amigo/term/GO:0031594
actin filament	Gene Ontology	GO:0005884	1	97	0.673497573597	0.719106890094	ENSMUSG00000066406	http://amigo.geneontology.org/amigo/term/GO:0005884
Golgi organization	Gene Ontology	GO:0007030	1	97	0.673497573597	0.719106890094	ENSMUSG00000036273	http://amigo.geneontology.org/amigo/term/GO:0007030
centriolar satellite	Gene Ontology	GO:0034451	1	97	0.673497573597	0.719106890094	ENSMUSG00000021572	http://amigo.geneontology.org/amigo/term/GO:0034451
male gonad development	Gene Ontology	GO:0008584	1	99	0.680886026769	0.725766964871	ENSMUSG00000034329	http://amigo.geneontology.org/amigo/term/GO:0008584
protein folding	Gene Ontology	GO:0006457	1	99	0.680886026769	0.725766964871	ENSMUSG00000028641	http://amigo.geneontology.org/amigo/term/GO:0006457
mitotic spindle	Gene Ontology	GO:0072686	1	100	0.68451753461	0.72881664349	ENSMUSG00000036368	http://amigo.geneontology.org/amigo/term/GO:0072686
